title,blurp,text,url,imgrul
New STEM centre in WA high school			,Article has not blurp,"Education and Training Minister visited Newton Moore Senior High School to Students have been busy in the new facilities with activities including coding, designing and building prototypes such as solar cars, model submarines and drones. These upgrades are part of the State Government’s $452.8 million investment over this financial year to improve infrastructure in public schools and create jobs.In addition to this funding, the State Government recently announced the Major School Upgrade package as part of the WA Recovery Plan. The package includes $319.2 million of new funding for upgrades and refurbishments at 63 public schools around the State, stimulating economic growth and supporting around 1,850 jobs. The Education and Training Minister stated she was excited to announce the new and impressive STEM centre which was completed ahead of schedule.“It is great to see first-hand how these new facilities are inspiring students’ creativity and developing their problem-solving skills,” she said. Students now have access to the best possible facilities and learning opportunities that will prepare them for the jobs of the future.The Bunbury MLA stated that STEM skills are crucial for the future prosperity of the region and it is terrific local students will be learning in some of the best facilities you can get. Local opportunities for young people to develop an interest in STEM professions will be essential as Bunbury advances its manufacturing capacity, so this centre is a vital part of our future.STEM education to help in pandemic recovery effortIn its supplementary pre-Budget submission, Science & Technology Australia STA is the peak body for the science and technology sectors, representing over 80,000 scientists and technologists spanning both the public and private sectors. Even as the nation has relied on its STEM workforce to save lives amid the pandemic, the science and research sectors have been hit hard – and are now poised on the edge of a funding cliff.  This submission lays out a clear blueprint for the Australian Government to safeguard the vital national strategic asset of our science and research capability – and put it to work on the recovery.Australia’s STEM sector has come into its own time and again during this pandemic. Now the aim is to see the Government make clever new strategic investments to bring that same powerful contribution to the urgent task of economic and social recovery.",https://opengovasia.com/new-stem-centre-in-wa-high-school/,http://opengovasia.com/wp-content/uploads/2020/08/Article_26-Aug-2020_3-Aus.jpg
DICT’s expands Free Wi-Fi for All programme in Zambales			,Article has not blurp,"DICT DICT Secretary Gregorio Honasan II said efforts in Zambales serve as a showcase of DICT’s initiatives to facilitate faster internet access for the educational (online and blended learning) and healthcare sectors in provinces like Zambales.The DICT Secretary and Zambales Governor signed a memorandum of agreement in January 2020 that would amplify the cooperation and collaboration on ICT connectivity projects, governance and training programmes. The Governor has given his utmost support and placed total confidence in the DICT. He added that the partnership would open many opportunities for Zambales. The internet would enable the community to explore and discover the potential for growth and prosperity in the field of ICT.“Each and every citizen, regardless of where he or she is in the region, will be empowered not just for education but opportunities for work because of the connectivity that the government will bring through the Free Wi-Fi for All program,” De Castro Working with DepEd, CHED and TESDA, the goal has always been to ensure that the education sector gets quality access to broadcast, connectivity and digital security this upcoming school year under the new normal.Secretary Honasan also DICT Undersecretary Eliseo M. Rio Jr. said that the endeavor is part of DICT’s efforts to provide internet connectivity in underdeveloped communities as well as in geographically isolated and disadvantaged areas. The distribution of the free Wi-Fi hotspots is in line with RA 10929 or the Free Internet Access in Public Places Act. DICT Undersecretary for Legal Affairs, Policy, Planning and Finance Jose Arturo C. De Castro added that the importance of the “Free Wi-Fi For All” programme is to empower all Philippine citizens in the digital age.The distributed Wi-Fi Hotspot is said to run at forty megabits per second which is impressive when compared to the common household spend of (up to) one thousand nine hundred pesos (about US$ 39) on a twenty megabits per second connection.There is no longer a digital divide as an estimated 4,922 free public Wi-Fi Hotspots have been made available. The regions of Luzon, Visayas and Mindanao are now connected online. Earlier in March this year, the DICT simultaneously These areas are part of the targeted three thousand sites in eleven provinces by June 2020 under phase one of DICT’s project in coordination with the United Nations Development Programme (UNDP). A total of six thousand sites are expected to be given access between by December of this year.The Philippine President has successfully exercised his power in mandating the ",https://opengovasia.com/dicts-expands-free-wi-fi-for-all-programme-in-zambales/,http://opengovasia.com/wp-content/uploads/2020/09/Article_4_Sept_2020_1-Ph.png
Improving rehabilitation technologies for remote healthcare			,Article has not blurp,"Investigating how technologies can help the integration of rehabilitation services with remote and home healthcare is the focus of Dr Camila Shirota’s Advance Queensland Fellowship.A postdoctoral research fellow with The Hopkins Centre, Dr Shirota is an expert in biomechanics, motor control of gait and adoption of technology into clinical practice.Her The COVID-19 pandemic has significantly disrupted the delivery of healthcare, especially in areas that require physical interaction, such as disability and rehabilitation, the doctor stated.This project will develop a new technology needs assessment framework which will be used to accelerate the uptake of remote technology in rehabilitation settings across Queensland.The doctor will lead a multidisciplinary team, including people with disability, to focus on needs-based assessment of technology and testing of new technology solutions suitable for rehabilitation in virtual healthcare environments that can be integrated with home healthcare.The doctor noted that the contribution of her partners is essential to the project’s success. The engagement of multiple stakeholders – including a strong team of researchers, industry experts and consumer researchers – will ensure a broad range of consumer needs are considered and project outcomes are shared, as well as opportunities to influence and translate findings into policy and practice.This Advance Queensland Industry Research Fellowship is supported by The Hopkins Centre, Queensland’s leading disability and rehabilitation research centre, founded by Menzies Health Institute of Queensland, Griffith University and the Division of Rehabilitation at Metro South Hospital and Health Service. Affiliate partners include Queensland Motor Accident Insurance Commission, Spinal Life Australia and Gold Coast Health, as well as project collaborators University of Queensland and ARM Hub.According to another The service is due to end 30 September but the government has said it will consider an extension on the advice of an expert medical panel.The President of the Australian Medical Association stated that the September deadline was decided when there was optimism the nation would be over the worst of coronavirus.It is now known that the virus will last well past the end of September. Telehealth remains fundamental to national efforts to contain the spread of COVID-19 and ending the temporary Medicare arrangements in September would be premature.The scheme is vital to ensure Australians who are self-isolating can still access medical care. The AMA said a March 2021 deadline would align with the end date for JobKeeper wage subsidies.Labor supports the push, with opposition health spokesman stating that telehealth has reduced coronavirus risks for patients and health workers.The extension should include both telephone and videoconference items to maintain access and choice for patients and providers, including those who can’t access video services.And the extension period must be used to agree on a long-term future for telehealth as part of broader efforts to boost the quality and coordination of care.Patients can access telehealth services through Medicare if they are a regular patient of a GP or medical practice, or have been an active patient within the past year.Marie Stopes Australia and the Australasian Society for HIV, Viral Hepatitis and Sexual Health Medicine say there should be an exception for sexual and reproductive healthcare. Without that, the groups say it’s harder for Australians to access medical termination of pregnancy and HIV prevention.",https://opengovasia.com/improving-rehabilitation-technologies-for-remote-healthcare/,http://opengovasia.com/wp-content/uploads/2020/09/Webp.net-resizeimage-64.jpg
Government Technology Agency Awards Tender for Further Batches of TraceTogether Tokens			,Article has not blurp,"The Government Technology Agency has awarded the tender to design and manufacture further batches of the TraceTogether Tokens to two bidders – a consortium comprising Siix Singapore Pte Ltd and iWOW Pte Ltd; and PCI Private Limited.Design and Production of TraceTogether TokenDrawing from the experience gained in producing the initial batch, GovTech will work with both tenderers to review their designs to further reduce cost, while ensuring effectiveness of the Token for contact tracing. Each Token is expected to cost about $10. GovTech will manage and pace the production of further batches based on demand.Token introduced to enhance TraceTogether Programme The TraceTogether Token will ensure better coverage for everyone in Singapore for effective contact tracing. The token will function in the same way the TraceTogether app does and uses Bluetooth signals to record other nearby TraceTogether devices.TraceTogether Token has no GPS. This means the device does not capture geolocation data and captures only proximity data. This means a person cannot be tracked and nobody would know where a person has been.The device has no Internet or cellular connectivity. This means the data cannot be pulled from the device unless the user physically hands in the device to MOH contact tracers, if they are confirmed to be infected with COVID-19.If the user becomes a patient, it is critical that close contacts are identified as soon as possible. This is when MOH will ask the user to hand over his device for the data to be extracted, for contact tracing. If users are not identified to the COVID positive, the encrypted proximity data will reside in the device for 25 days and then be deleted on a rolling basis.Without using digital contact tools, contact tracing is slow, taxing and not very reliable since as human memory is not always accurate and cannot remember everyone and every place they have encountered in a two week period. Rapid contact tracing will help reduce these risks.The Singapore Government has introduced a range digital tools and solutions including TraceTogether and SafeEntry to supplement contact tracing efforts by the Ministry of Health during the pandemic. How the Token WorksMr Chan Cheow Hoe, the Government Chief Digital Technology Officer and GovTech deputy chief executive, explained that the Trace Together Token is designed to do only one thing: capture proximity data based on Bluetooth signals.Every five minutes, it scans to detect other TraceTogether users on the Token or the app. The more ‘hits’ between two TraceTogether users, the more likely the two users are in close proximity for an extended period of time. Proximity can be estimated by the strength of the Bluetooth signal.The closer users are to one another, the stronger the signal is and vice versa. According to Mr Chan, the Token’s battery allows it to continuously scan for between six to nine months, with no charging required.Data Used For TraceTogether TokenThere are only four types of data contained in the token: the Bluetooth signal, the user’s randomised ID, the randomised ID of any other user in proximity and a timestamp of the encounter.The IDs do not refer to a NRIC number, but randomised and anonymised IDs linked to a personal identifier like a mobile number. No data is extracted unless a user has tested positive for COVID-19. “From there, the MOH has a special software key that can unlock the device and reveal the data for use in contact tracing,",https://opengovasia.com/government-technology-agency-awards-tender-for-further-batches-of-tracetogether-tokens/,http://opengovasia.com/wp-content/uploads/2020/08/TT-Vivek-2.jpg
Victoria rolls out online wellbeing support for families			,Article has not blurp,"The Victorian Government is helping parents and carers manage home learning and stay resilient during the coronavirus pandemic by providing a range of free online resources. The Minister for Education introduced a notable child psychologist for a webinar on 25 August 2020 and following high demand, a second will be held, 15 September 2020 – aimed at providing parents and carers with practical skills, knowledge and strategies for managing the lockdown period and remote learning.The The Government has also partnered with These themes were drawn from common parent questions received by the Department’s coronavirus hotline and Parentline. The first three episodes will be launched on 1 September, the remaining episodes will be available throughout Term 3 and 4. Raising Learners will be available via Raising Children Network and podcast apps.Following an unprecedented response with more than 12,000 registrations, a second webinar will now be held on 15 September at 7:30 pm. Places are still available forThe Minister for Education stated that the health and wellbeing of students and families are particularly important during this uncertain time. That’s why we’re providing tailored resources to help parents and carers support their children – and themselves.The child psychologist, Dr Michael Carr-Gregg, stated, “coronavirus has turned the lives of many Victorian families upside down, asking them yet again to navigate a new reality of remote learning, working from home and for some, financial hardship. Never has it been more important to provide families with simple, practical and evidence-based strategies to help them maintain the family’s wellbeing and build resilience, he added.The Executive Director of the Raising Children Network noted that all parents need support to help their children thrive, and podcasts are great ways to deliver engaging, reliable and credible information on topics that are on parents’ minds. Raising Learners will focus on how parents can support their children’s learning at school, and home.Pushing online and blended learningUniversities in Australia and New Zealand have been investing in digital learning for some time. However, in the past two years, major changes have been happening, the ANZ Regional Director of Learning Management at a global software company There is a heightened awareness of the importance of student experience, and universities’ adoption of new digital solutions is now driven vice-chancellors’ “large transformational visions”. As digital learning has become a requirement, more and more institutions have found that a sub-par virtual learning experience can deter students.The emergence of micro-credentials in Australia has enabled students to take short, blended courses for a few hundred dollars that can stand alone or “stack” into a larger qualification. Students can now, for example, obtain a master’s for about half the usual cost, in less time and in a way that fits around their working hours.The expert stated that in future, more students will be learning online while working. He anticipates that internships and research placements will increase, as students “learn and earn”. This model also offers value for businesses, not least through research relevant to their interests.Blended learning will also enable those already in employment to upskill, too. “There is a very clear need – and significantly growing demand quarter-on-quarter – for professional learners who have disposable income but they don’t have the disposable time, nor are they close enough to universities [to sit a traditional course],” he concludes.",https://opengovasia.com/victoria-rolls-out-online-wellbeing-support-for-families/,http://opengovasia.com/wp-content/uploads/2020/08/Article_26-Aug-2020_2-Aus.jpg
HKBU launches online counselling programme			,Article has not blurp,"A research team led by the Department of Social Work at Hong Kong Baptist University (HKBU) has The programme is recruiting 280 tertiary students with the aim of providing easy access to counselling services, and it hopes to help students alleviate distress when encountering challenges in post-secondary school life.REST Online to enhance stress management skillsTertiary students experience stress arising from changes in lifestyle, increased workload and new interpersonal relationships, yet most of them may not seek counselling services proactively.The Associate Professor of the Department of Social Work at HKBU and her team have developed an online CBT programme named REST Online to enhance their stress management skills and improve their mental health.CBT is a goal-oriented psychotherapy treatment that helps people cope with life challenges by adjusting their patterns of thinking or behaviour. In addition to online CBT modules, REST Online has invited an experienced counsellor to provide online and offline support to participants.Participants will first be selected through an online screening questionnaire and a face-to-face intake interview. Those who show mild to moderate levels of psychological distress will be invited to participate in the 10-week programme, while high-risk cases will be referred to social service agencies for urgent follow-up.Evidence-based mental health serviceREST Online adopts a blended mode of service delivery including both online and offline counselling. The online service comprises eight weekly online modules, an online forum, reminder, booking, internal messaging and self-evaluation assessments delivered on the programme website or mobile app.The online modules include CBT skills briefing, case demonstration videos, exercise and feedback. The service content is tailored for local tertiary students and delivered in Cantonese, with the case demonstration videos produced from local cases to fit the cultural context of Hong Kong. To evaluate the effectiveness of the programme, participants need to take a test upon completion of the programme, and a follow-up test three months later.The offline counselling is provided by an experienced counsellor, who will provide one face-to-face session plus one telephone follow-up to assist with the online service and review the service progress.Novel approach to meet the needs of tertiary studentsCounselling services on campus are often inadequate to meet tertiary students’ increasing mental health needs, especially in Hong Kong. The REST Online programme will be a valuable supplementary resource for local counsellors in tertiary institutions, helping them to relieve the service bottleneck of insufficient manpower.With young peoples’ strong learning capabilities and conversant skills in information technology, the novel approach of REST Online will be easily accepted by students and it will help address their increasing mental health needs, she added.Besides the Department of Social Work at HKBU, the research team also includes the Associate Head and Professor of the Department of Computer Science at HKBU, as well as the Head of the Clinical Psychology Division in the Department of Psychology at Stockholm University, Sweden.The programme has partnered with the Mental Health Association of Hong Kong and it is supported by a grant from the University Grants Committee.",https://opengovasia.com/we-want-to-upskill-enterprises-ip-capabilities-and-help-businesses-obtain-quicker-and-easier-ip-protection/,http://opengovasia.com/wp-content/uploads/2020/08/Article_25-Aug-2020_1-HK.jpg
Griffith Uni to develop new telehealth project			,Article has not blurp,"Helping people on the autism spectrum and their families stay connected with essential services via the delivery of telehealth is the aim of an Advance Queensland Fellowship A speech pathologist, the Associate Professor and team will work with partner Autism Queensland to guide its rapid transition to organisation-wide telehealth delivery for clients and their families across Queensland.“COVID-19 has led to unprecedented disruption to therapy and support services for these people,’’ he said.Physical distancing restrictions have meant that many services cannot operate in person. These services are essential in helping children to learn, adolescents to navigate the teenage years and adults to be independent and included in society.Despite the restrictions, he said therapists, teachers, people on the autism spectrum and their families quickly switched to telehealth.These are some of the most creative and committed people you will ever meet and they have risen to the challenge. It seems in some cases, telehealth works just as well, and possibly better, than face-to-face delivery.The project will address the current disruption to services and any long-term changes, while also future-proofing service delivery against future pandemics or natural disasters.The aim is to take the most successful short-term fixes and turn them into sustainable long-term gains. The project is one of five Advance Queensland Fellowships awarded to Griffith University researchers.Telehealth – a growing APAC market sectorThe global affective computing market is The deployment of emotion AI-related technologies in customer interaction solutions across retail and healthcare verticals and growing adoption of virtual assistants for healthcare and entertainment purposes is pushing the overall growth of the affective computing market.Technological advancements, along with the rising adoption of advanced electronic devices, are projected to stimulate the growth of the market during the forecast period. Voice-activated biometrics used for security purposes help in providing access to authenticated users for performing a transaction, therefore, surging the use of affective computing solutions across the globe.By component, the software segment is estimated to hold a larger market size than the hardware segment in 2025.The increasing need to capture customer behaviour and personality, the demand for software platforms for the provision of efficient learning tools in educational institutes, and the rapidly growing use of supportive tools for medical emergencies are the major drivers that have bolstered the software providers to offer effective computing software platforms.Growing virtualization across industries and the adoption of cloud computing is promoting the demand for software-based affective computing solutions in various countries. Moreover, software installations are suitable for business entities that are dynamic in nature and usually have a limited budget allocated for deploying new infrastructure.The Asia Pacific affective computing market is expected to register the highest growth rate during the forecast period.APAC has witnessed advanced and dynamic adoption of new technologies and expected to record the highest CAGR in the global affective computing market during the forecast period. APAC constitutes major economies, including Australia, which are expected to register high growth in the affective computing industry.Verticals, such as healthcare and life sciences, government, and IT and telecom, are expected to adopt affective computing solutions at the highest rate in the region. Companies operating in APAC would benefit from the flexible economic conditions, industrialization-motivated policies of the governments, as well as from the growing digitalization, which is expected to have a significant impact on the business community.",https://opengovasia.com/griffith-uni-to-develop-new-telehealth-project/,http://opengovasia.com/wp-content/uploads/2020/08/Article_22-Aug-2020_1-Aus.jpg
Vietnam to issue rules on terrestrial mobile communication terminal devices			,Article has not blurp,"The Ministry of Information and Communications (MIC) last week held a webinar to assess the impacts of a draft circular on the According to the representative of the MIC’s Information Technology Department, the building of national technical regulations on terminal devices of terrestrial mobile communication is one of the breakthrough solutions to spur domestic business and manufacturing activities. The draft circular includes the requirement that terminal devices of terrestrial mobile communication must be integrated with 4G.The building of the draft draws on lessons from a range of other countries including Singapore, where terminal device manufacturers and suppliers must ensure their support of IMT-2000 technology, which are 3G and LTE-Advanced (4G).Addressing the event, Phan Tam, the Deputy Minister of Information and Communications, explained that technology changes constantly, especially mobile communication. Globally, some countries have deployed 5G, and Vietnam is among the pioneers. Vietnam, agencies, and businesses related to terminal device manufacturing and trading and mobile operations are not exempt from this trend. The government’s goals for national digital transformation cannot be realised on 2G, he noted.The deputy minister asked agencies and businesses to discuss measures and solutions to accelerate the transformation in a way that minimises impacts on businesses and locals. Currently, the draft circular is available for comments on the MIC portal.The trend of online applications has been blossoming, especially in the COVID-19 landscape. Additionally, the government’s Decision No.749/QD-TTg dated 3 June on the approval of the national digital transformation program by 2025 with a vision to 2030 creates the foundation for digital transformation in digital infrastructure development:At present, Vietnam has six mobile telecommunications service providers with over 129 million subscribers. 2G, 3G, and 4G are available, and 5G will be commercialised soon.Addressing the webinar, some mobile telecommunications service providers recommended that it is time to consider turning off 2G, maybe by 2025. 4G will bring about more values but needs time to develop services. However, the extension of 2G will facilitate businesses and associations of transportation businesses because over one million automobiles are equipped with 2G-based cruise control devices, in addition to many fishing boats.MIC recently announced that the In the White Book, the first section will provide an overview of the ICT development in Vietnam and the world during the year, the message by the MIC Minister, along with the highlights and ranking of the country’s ICT sector in the world.It will also include articles on the importance of the national digital transformation program to national socio-economic development, as well as orientations for IT and telecommunication development.The second section will feature data about the top 20 localities in IT revenue, the number of their IT businesses and workers, and the top 20 IT enterprises in terms of revenue, workforce, and contribution to the state budget. The last section will be reserved for introducing ICT agencies and organisations.",https://opengovasia.com/vietnam-to-issue-rules-on-terrestrial-mobile-communication-terminal-devices/,http://opengovasia.com/wp-content/uploads/2020/09/Article-Samaya_September-3-1.jpg
Thailand to roll out free WiFi for select communities			,Article has not blurp,"The Digital Economy and Society (DES) Ministry announced plans to roll out free WiFi services for urban communities, starting with 10 communities from 1 October 2020.CAT Telecom, the state-owned company that runs Thailand’s international telecommunications infrastructure, will be responsible for arranging the services, which will initially target five communities in Bangkok and five in provinces.The The Minister of the DES stated that the ministry aims to give people free internet services to allow them to cope with difficulties doing business and in daily life in the digital era. CAT and the DES Ministry looked at 20 communities for the project, settling on 10 for the first batch. The project does not require much money to install routers, related equipment and platforms linked with CAT’s backbone infrastructure.The National Digital Economy and Society Committee (NDESC), on 30 August 2020, launched the “smart sign-on” programme where people can carry out a one-time registration of the government’s existing free WiFi services through a web portal or In the past, people were required to register repeatedly for access to different WiFi service providers participating in the free public WiFi scheme. After being registered, users will receive their usernames and passwords.The Secretary-General of the NDESC said the approach helps people gain access to free broadband internet services offered by different providers with one set of credentials only. The campaign is a cooperation between CAT, Advanced Info Service, True Corporation and the Office of the National Broadcasting and Telecommunications Commission. Users can type “@TH Wi-Fi by … (internet provider)” and use the same username and password to log in.The system will check the qualifications of the registrants for free WiFi services with the Department Of Provincial Administrative’s database. The first phase of the free public WiFi service was launched in 2017. Approximately 900,000 people have registered under the scheme, consisting of 340,000 people aged up to 21; 390,000 people aged 22-39; 130,000 people aged 40-54 as well as 40,000 people aged 55-99.The aim is to avoid the hassles of using free WiFi that requires multiple registrations through different providers. Users can be assured of internet security when accessing free WiFi services thanks to CAT Telecom guidelines. People can access free public WiFi hotspots in community locations, such as educational institutes, government service facilities and bus stations as well as tourist attractions across the country.According to The Smart Pole setups will be installed near Soi Phon Prapa Nimit, Suthawart Temple Intersection, the Chalerm Phrakiet Intersection, Soi Nern Plubwarn, Soi Marb Yailearb 18/5, the town centre, Boon Sampan Market, Rattanakorn Market, Khao Talo Plaza and adjacent to The Chill. The Mayor stated that the areas have been chosen due to the population concentrations in the local community and providing the high-speed technology advantages of 5G to the broadest cross-section of the people living and working there.The main advantages of 5G are greater data speed, lower or almost zero latency (lag) and greater capacity of remote execution of services, a greater number of connected devices and the possibility of implementing virtual networks (network slicing). Robust digital infrastructure is a must if Thailand, like all nations across the globe, is to emerge from its battle with the COVID-19 pandemic victorious.",https://opengovasia.com/thailand-to-roll-out-free-wifi-for-select-communities/,http://opengovasia.com/wp-content/uploads/2020/09/Article_1-Sept-2020_1-Thailand.jpg
"Hernani Town, the Philippines installs free Wi-Fi for schools and barangay centres			",Article has not blurp,"The local government unit (LGU) of Hernani, a fifth-class municipality in the province of Eastern Samar, has installed free Wi-Fi in schools and barangay centres. According to a Through the initiative, residents can freely connect to the internet via their mobile devices. They can access any information they need, especially during the COVID-19 pandemic. Now, as most transactions are online, it will help students quickly and easily share documents and get access to resources, wherever they are.With the blended learning modality in education, free Wi-Fi can also give students access to the world wide web of information and education, the release stated. The Office of the Mayor said that free Wi-Fi is installed in the municipal hall, public schools, rural health units, barangay halls, and other government institutions. According to the 2015 census survey, Hernani has a population of 8,573 people with a poverty incidence of 43.38%. It has 13 barangays where four of them are in the Poblacion.Republic Act 10929 or the Free Wi-Fi Internet Access Program Act requires public places like hospitals, transport terminals, public schools, and other government offices to provide free internet access. Department of Information and Communications Technology (DICT) Provincial Head, Dante Rosales, said that the city of Borongan and the municipalities of San Policarpo, Oras, Dolores, Can-avid San Julian, Maydolong, and Quinapondan are now enjoying the free Wi-Fi from the said government service provider.As Hernani town is not included, the LGU prioritised the provision of the free Wi-Fi connection. The LGU in Sual, a municipality in the country, has opened Mayor Liseldo Calugay said the satellite offices located in Barangays Paitan East, Seselangen, Calombuyan, and Pangascasan, aim to bring the services of the Office of the Mayor’s public assistance centre closer to the public. The satellite offices, which officially opened earlier this week, shall serve as receiving and releasing unit of requests from residents of Sual who need financial, burial, and medical assistance in the form of goods or cash.The establishment of satellite offices in barangays is in line with the LGU Sual’s effort to prevent, contain, and mitigate effects of COVID-19, and to limit the physical transactions in the municipal hall. On 6 August, The Mayor issued Executive Order No. 44 series of 2020 limiting the physical transactions in the municipal hall and establishment of satellite sites of the Office of the Mayor.The satellite offices are open from 8:00 am to 12:00nn and will be manned by an employee that is preferably a resident in the same barangay. Aside from the said assistance, residents may also avail over-the-counter medicines and other services of LGU Sual.Likewise, the Mayor reiterated that every person in the municipality shall wear facemasks especially when going outside of their residence, at the workplace, when entering government offices and buildings, and while in public places.",https://opengovasia.com/hernani-town-the-philippines-installs-free-wi-fi-for-schools-and-barangay-centres/,http://opengovasia.com/wp-content/uploads/2020/08/Article-Samaya_August-18-2-1.jpg
Vietnam extends 5G network testing licences			,Article has not blurp,"The Telecommunications Department said that the Vietnam Post and Telecommunications Group (VNPT) license to test 5G technology has expired, and it has asked for an extension. The state-run Viettel Group and MobiFone’s licences have been extended until January 2021 and May 2021.According to a According to a report by the Global Mobile Suppliers Association, by the end of May:Currently, the number of announced 5G terminals continues to grow rapidly and is relatively ready for commercial use. Presently, 81 equipment suppliers have announced that the 5G terminals are available or about to be launched, and 283 terminals have been announced. Of these, there are 108 phone models (at least 95 models available in the market), 79 CPE devices (indoors and outdoors), 47 modules, five laptops, 19 hotspots, 20 other devices including three robots, two IoT routers, and two drones. Device suppliers including Huawei, Mediatek, Qualcomm, and Samsung have announced new chipset models for 5G.In Vietnam, according to Viettel’s statistics, the number of 5G terminals is small, with only about 2,000 devices/city in the two major cities of Hanoi and Ho Chi Minh City. To encourage telecommunications businesses to continue 5G network testing and provide commercial testing soon, the Telecommunications Department has requested local IT departments to coordinate with telecom service providers to add their localities into the businesses’ plans for 5G testing.The Telecommunications Department said that due to technical specification, it is impossible to have 5G coverage as large as 4G, so localities need to coordinate with carriers to choose the most suitable places for the trial. This is the basis for MIC to license the 5G network test.The Telecommunications Department has also requested carriers to coordinate with the Department of Information and Communications to deploy the sharing of telecommunications infrastructure. Also, to develop plans for sharing interdisciplinary technical infrastructure (electricity, water, traffic, and urban lighting) as 5G technology requires a much larger number of transmitting stations than previous-generation technologies.According to MIC, telecommunications infrastructure is undergoing an important shift from frequency infrastructure as an economic foundation to important national infrastructure. It is advantageous for the implementation of 5G network in Vietnam because the country’s electronics and telecommunications businesses have actively produced IT infrastructure equipment.Vietnam aims to conduct 5G commercial deployment with 100% of domestic equipment in October 2020. This is an important step towards both socio-economic development and security and defence assurance.",https://opengovasia.com/vietnam-extends-5g-network-testing-licences/,http://opengovasia.com/wp-content/uploads/2020/08/Article-Samaya_August-18-2.jpg
The Philippines pushes for reliable internet connectivity			,Article has not blurp,"Philippine Senator Christopher Go is calling on the government and the private sector, particularly telecommunications companies, to work together to provide reliable internet connectivity so that Filipinos can easily transition to online modes of transactions.According to a He lauded the Anti-Red Tape Authority’s latest directive, which will seek to accelerate the rollout of telecommunication infrastructure and service projects in the Philippines.The Joint Memorandum Circular, currently being drafted by a joint task force composed of ARTA, the Department of the Interior and Local Government, and Department of Information and Communications Technology, aims to fast-track the construction of telecom towers.By providing wider and more reliable access to the internet, Go believes educational institutions will have more flexibility to implement a blended learning approach that integrates both online and offline modes of learning for students in any part of the country.The Department of Education and the Commission on Higher Education maintain there will be no regular face-to-face classes when the school year resumes on 24 August. Instead, all educational institutions shall resume remotely through online platforms, learning management systems, and take-home packets, among others.The Senator also acknowledged the ongoing crisis has laid bare the need to digitise other transactions that used to be handled in person. The Senator, who has been pushing for the transition to e-government platforms, expressed his support for the President’s call to improve the accessibility, efficiency, and transparency of all government services through e-governance.The President during his fifth State of the Nation Address that he aims for all government instrumentalities to implement systems that shall make physical queuing a thing of the past.He noted that the country needs e-governance to provide citizens with the services they need from the comfort of their homes or workplaces. It will enable the bureaucracy to better transition into the ‘new normal’ and cut or minimise red tape.Go filed Senate Bill No. 1738 or the E-Governance Act of 2020 which mandates the establishment of an integrated, interconnected, and interoperable internal government network. This network will allow all branches, agencies, instrumentalities, and offices of the national and local governments, including government-owned and controlled corporations, to share and communicate resources, information, and data.In an age where almost everything can be done online and through other digital platforms, the government must harness the power of information and communications technology to better serve its purpose and bring the government closer to the people, Go added.The proposed measure will likewise create online public service portals, an internal records management system, an email and communications network for internal and intra-government communications, and a national directory of information on Philippine citizens, among others.“We need to evolve- businesses are already transitioning to e-commerce and online transactions. Our education system is also championing blended learning. It is important for the government as a whole to expedite its transition as well,” Go explained.",https://opengovasia.com/the-philippines-pushes-for-reliable-internet-connectivity/,http://opengovasia.com/wp-content/uploads/2020/08/Article-Samaya_August-16.jpg
Indian villages to get mobile connectivity via submarine cable			,Article has not blurp,"The Minister of Electronics, Information Technology, and Communications, Ravi Shankar Prasad, announced that the government is working to The country’s Prime Minister, Narendra Modi, inaugurated the 2300km-long submarine optical fibre cable, between Chennai and Andaman and Nicobar at a virtual event earlier this week.In his The Indian Ocean has been the centre of India’s trade and strategic prowess for thousands of years and Andaman and Nicobar are an important centre for India’s economic-strategic cooperation.The Islands of India play an important role in India’s new trade strategy for the Indo-Pacific region.Under the Act-East policy, the role of Andaman and Nicobar in India’s strong relations with East Asian countries and other countries connected to the sea is high and will increase; the Island Development Agency was formed three years ago to strengthen its role. The projects which were not completed in Andaman and Nicobar for years are being completed now.High-impact projects are expanding in 12 islands of Andaman and Nicobar. Apart from providing better internet and mobile connectivity, the government aims to further improve physical connectivity through road, air, and water.The Prime Minister referred to the work on two major bridges and the NH-4 to improve the road connectivity of North and Middle Andaman. He said the Port Blair Airport is being enhanced to handle a capacity of 1,200 passengers. Along with this, the airports are ready for operations in Diglipur, Car Nicobar, and Campbell-Bay.According to a He said that a tender for 354 uncovered villages in the strategic, remote, and border areas of the country has been finalised and is under implementation in 144 villages of the union territories of Jammu and Kashmir (J&K) and Ladakh.Villages in Bihar, Rajasthan, Uttrakhand, Himachal Pradesh, and other priority areas of Gujarat have been strategically selected to cover border area connectivity on mobiles.After the commissioning of these villages, there will be no uncovered villages in J&K and Ladakh for mobile connectivity. Satellite-based Digital Satellite Phone Terminals (DSPTs) are also being provided at 1,347 sites for Army, BRO, BSF, CRPF, ITBP, and SSB use. 183 sites are already commissioned; the remaining are in process.The Minister added that the Department of Telecommunications is also working on providing mobile connectivity in villages of 24 Aspirational districts of Bihar, Uttar Pradesh, Rajasthan, and Madhya Pradesh.The remaining 44 Aspirational Districts for 7287 uncovered villages in Chhatisgarh, Odisha, Jharkhand, and Andhra Pradesh will also be covered, for which government approval is under submission.",https://opengovasia.com/indian-villages-to-get-mobile-connectivity-via-submarine-cable/,http://opengovasia.com/wp-content/uploads/2020/08/Article-Samaya_August-12-3.jpg
