title,blurp,text,url
Is your data lake open enough? What to watch out for,"Like yesterday’s data warehouses, today’s data lakes threaten to lock us into proprietary formats and systems that restrict innovation and raise costs","A A challenge with data lakes is not getting locked into proprietary formats or systems. This lock-in restricts the ability to move data in and out for other uses or to process data using other tools, and can also tie a data lake to a single cloud environment. That’s why businesses should strive to build open data lakes, where data is stored in an open format and accessed through open, standards-based interfaces. Adherence to an open philosophy should permeate every aspect of the system, including data storage, data management, data processing, operations, data access, governance, and security. An open format is one based on an underlying open standard, developed and shared through a public, community-driven process without vendor-specific proprietary extensions. For example, an open data format is a platform-independent, machine-readable data format, such as ORC or Parquet, whose specification is published to the community, such that any organization can create tools and applications to read data in the format.A typical data lake has the following capabilities:In the following sections, we will describe openness requirements for each capability.An open data lake ingests data from sources such as applications, databases, data warehouses, and real-time streams. It formats and stores the data into an open data format, such as ORC and Parquet, that is platform-independent, machine-readable, optimized for fast access and analytics, and made available to consumers without restrictions that would impede the re-use of that information. An open data lake supports both pull-based and push-based ingestion of data. It supports pull-based ingestion through batch data pipelines and push-based ingestion through stream processing. For both these types of data ingestion, an open data lake supports open standards such as The ingest capability of an open data lake ensures zero data loss and writes exactly-once or at-least-once, handles schema variability, writes in the most optimized data format into the right partitions, and provides the ability to re-ingest data when needed.An open data lake stores the raw data from various data sources in a standardized open format. However, use cases such as data exploration, interactive analytics, and machine learning require that the raw data be processed to create use-case driven trusted data sets. For data exploration and machine learning use cases, users continually refine data sets for their analysis needs. As a result, every data lake implementation should enable users to iterate between data engineering and use cases such as interactive analytics and machine learning. This can be thought of as continuous data engineering, which involves the interactive ability to author, monitor, and debug data pipelines. In an open data lake, these pipelines are authored using standard interfaces and open source tools such as SQL, Python, Apache Spark, and Apache Hive.The most visible outcome of the data lake is the types of use cases it enables. Whether the use case is data exploration, interactive analytics, or machine learning, access to data is vital. The access to data can be through SQL or programmatic languages such as Python, R, and Scala. While SQL is the norm for interactive analysis, programmatic languages are used for more advanced applications like machine learning and deep learning. An open data lake supports data access through a standards-based implementation of  SQL with no proprietary extensions. It enables external tools to access that data through standards such as ODBC and JDBC. Also, an open data lake supports programmatic access to data via standard programming languages such as R, Python, and Scala, and standard libraries for numerical computation and machine learning, such as TensorFlow, Keras, PyTorch, Apache Spark MLlib, MXNet, and Scikit-learn.When data ingestion and data access are implemented well, data can be made widely available to users in a democratized fashion. When multiple teams start accessing data, data architects need to exercise oversight for governance, security, and compliance purposes. Data itself is hard to find and comprehend and not always trustworthy. Users need the ability to discover and profile data sets for integrity before they can trust them for their own use case. A data catalog enriches metadata through different mechanisms, uses it to document data sets, and supports a search interface to aid discovery.Since the first step is to discover the required data sets, it’s essential to surface metadata to end-users for exploration purposes, to see where the data resides and what it contains, and to determine if it is useful for answering a particular question. Discovery includes data profiling capabilities that support interactive previews of data sets to shine a light on formatting, standardization, labels, data shape, and so on.An open data lake should have an open metadata repository. As an example, the Apache Hive metadata repository is an open repository that prevents vendor lock-in for metadata.Increasing accessibility to the data requires data lakes to support strong access control and security features. To be open, a data lake should do this through non-proprietary security and access control APIs. As an example, deep integration with open source frameworks such as Apache Ranger and Apache Sentry can facilitate table-level, row-level, and column-level granular security. This enables administrators to grant permissions against already-defined user roles in enterprise directories such as Active Directory. By basing access control on open source frameworks, open data lakes avoid vendor lock-in that results from a proprietary security implementation.New or expanded data privacy regulations, such as GDPR and CCPA, have created new requirements around “Right to Erasure” and “Right to Be Forgotten.” These govern consumers’ rights about their data and involve stiff financial penalties for non-compliance (as much as four percent of global turnover), so they must not be overlooked. Therefore, the ability to delete specific subsets of data without disrupting a data management process is essential. An open data lake supports this ability through open formats and open metadata repositories. In this way, they enable a vendor-agnostic solution to compliance needs.Whether the data lake is deployed in the cloud or on-premises, each cloud provider has a specific implementation to provision, configure, monitor, and manage the data lake as well as the resources it needs. An open data lake is cloud-agnostic and portable across any cloud-native environment, including public and private clouds. This allows administrators to leverage the benefits of both public and private cloud from an economics, security, governance, and agility perspective.  The increase in the volume, velocity, and variety of data, combined with new types of analytics and machine learning, make data lakes a necessary complement to more traditional data warehouses. Data warehouses exist largely in a world of proprietary formats, proprietary SQL extensions, and proprietary metadata repositories, and lack programmatic access to data. Data lakes don’t need to follow this proprietary path, which leads to restricted innovation and higher costs. A well designed, open data lake provides a robust, future-proof data management system that supports a wide range of data processing needs including data exploration, interactive analytics, and machine learning.Ashish Thusoo is co-founder and chief executive officer of —New Tech Forum provides a venue to explore and discuss emerging enterprise technology in unprecedented depth and breadth. The selection is subjective, based on our pick of the technologies we believe to be important and of greatest interest to InfoWorld readers. InfoWorld does not accept marketing collateral for publication and reserves the right to edit all contributed content. Send all inquiries to ",https://www.infoworld.com/article/3534516/is-your-data-lake-open-enough-what-to-watch-out-for.html
InfoWorld’s 2020 Technology of the Year Award winners,"InfoWorld recognizes the year’s best products in software development, cloud computing, data analytics, and machine learning",,https://www.infoworld.com/article/3518995/infoworlds-2020-technology-of-the-year-award-winners.html
Boosting AI’s smarts in the absence of training data,Zero-shot learning repurposes knowledge through statistical or semantic approaches without needing huge amounts of fresh training data,"AI (artificial intelligence) is the most perfect field of dreams in modern culture. If you ask the average person on the street what AI runs on, they probably won’t mention training data. Instead, they might mumble something about computer programs that magically learn how to do useful stuff from thin air.However, some of today’s most sophisticated AI comes close to that naïve dream. I’m referring to a still-developing approach known as “zero-shot learning.” This methodology—which is being explored at Zero-shot pattern learning will enable intelligent robots to dynamically recognize and respond to unfamiliar objects, behaviors, and environmental patterns that they may never have encountered in training. I predict that zero-shot approaches will increasingly be combined with reinforcement learning in order to enable robots to take the best actions iteratively in environments that are chaotic and one-off.In addition, gaming applications will use zero-shot approaches such as Furthermore, zero-shot learning promises to make object recognition applications more versatile, due to its ability to drive:What makes zero-shot learning possible is the existence of prior knowledge that can be discovered and repurposed through statistical or semantic approaches. Zero-shot methods use this knowledge to predict the larger semantic space of features that encompasses both the seen instances (those in the training data) and the unseen instances (those missing from training data). Regarding automated knowledge discovery, some of the most promising technical approaches for zero-shot learning include:Zero-shot learning can’t realize its potential as an AI pipeline accelerator unless data scientists acquire tools that provides simplified access to these techniques. That, in turn, requires deep learning toolkits that support easy visual design of new models from pre-existing functional building blocks under a larger paradigm known as “As zero-shot techniques gain adoption, and the pool of prior knowledge grows, developers of high-quality AI will grow less reliant on training data. During the next few years, we’ll see data scientists build more intelligent robotics, gaming, and pattern-recognition applications by configuring pre-existing statistical and semantic knowledge, without needing to acquire, prepare, and label huge amounts of fresh training data.When that day arrives, more AI-based applications will be able to automate the bootstrapping of their intelligence from a state of pure ignorance to one of deep knowledge through techniques that are ad-hoc, zero-shot, and situationally adaptive.That will mark the true beginning of artificial general intelligence, a dream that has motivated the AI community from the days of Alan Turing all the way to the present.",https://www.infoworld.com/article/3529871/boosting-ais-smarts-in-the-absence-of-training-data.html
8 great Python libraries for natural language processing,"With so many NLP resources in Python, how to choose? Discover the best Python libraries for analyzing text and how to use them","Natural language processingThe Python language provides a convenient front-end to all varieties of Note that some of these libraries provide higher-level versions of the same functionality exposed by others, making that functionality easier to use at the cost of some precision or performance. You’ll want to choose a library well-suited both to your level of expertise and to the nature of the project.The CoreNLP includes a The easiest place to start with CoreNLP’s Python wrappers is CoreNLP also supports the use of NLTK, a major Python NLP library discussed below. As of version 3.2.3, NLTK includes interfaces to CoreNLP in its parser. Just be sure to The obvious downside of CoreNLP is that you’ll need some familiarity with Java to get it up and running, but that’s nothing a careful reading of the documentation can’t achieve. Another hurdle could be CoreNLP’s licensing. The whole toolkit is licensed under the GPLv3, meaning any use in proprietary software that you distribute to others will require GensimGensim can work with very large bodies of text by streaming documents to its analysis engine and performing Gensim’s detailed documentation includes tutorials and how-to guides that explain key concepts and illustrate them with hands-on examples. Common recipes are also available on the The As the documentation states, NLTK provides a wide variety of tools for working with text: “classification, tokenization, stemming, tagging, parsing, and semantic reasoning.” It can also work with Keep in mind that NLTK was created by and for an academic research audience. It was not designed to serve NLP models in a production environment. The documentation is also somewhat sparse; even the If you are determined to leverage what’s inside NLTK, you might start instead with TextBlob (discussed below).If all you need to do is scrape a popular website and analyze what you find, reach for Pattern comes with built-ins for scraping a number of popular web services and sources (Google, Wikipedia, Twitter, Facebook, generic RSS, etc.), all of which are available as Python modules (e.g., Pattern exposes some of its lower-level functionality, allowing you to to use NLP functions, n-gram search, vectors, and graphs directly if you like. It also has a built-in helper library for working with common databases (MySQL, SQLite, and MongoDB in the future), making it easy to work with tabular data stored from previous sessions or obtained from third parties.PolyglotThe NLP features in Polyglot echo what’s found in other NLP libraries: tokenization, named entity recognition, part-of-speech tagging, sentiment analysis, word embeddings, etc. For each of these operations, Polyglot provides models that work with the needed languages.Note that Polyglot’s language support differs greatly from feature to feature. For instance, the tokenization system supports almost 200 languages (largely because it uses the Unicode Text Segmentation algorithm), and sentiment analysis supports 136 languages, but part-of-speech tagging supports only 16.PyNLPIMost of the NLP functions in PyNLPI are for basic jobs like tokenization or n-gram extraction, along with some statistical functions useful in NLP like Levenshtein distance between strings or Markov chains. Those functions are implemented in pure Python for convenience, so they’re unlikely to have production-level performance.But PyNLPI shines for working with some of the more exotic data types and formats that have sprung up in the NLP space. PyNLPI can read and process GIZA, Moses++, SoNaR, Taggerdata, and TiMBL data formats, and devotes an entire module to working with You’ll want to reach for PyNLPI whenever you’re dealing with those data types.SpaCySpaCy includes most every feature found in those competing frameworks: speech tagging, dependency parsing, named entity recognition, tokenization, sentence segmentation, rule-based match operations, word vectors, and tons more. SpaCy also includes optimizations for GPU operations—both for accelerating computation, and for storing data on the GPU to avoid copying.Spacy’s documentation is excellent. A setup wizard generates command-line installation actions for Windows, Linux, and macOS and for different Python environments (pip, conda, etc.) as well. Language models install as Python packages, so they can be tracked as part of an application’s dependency list.TextBlobTextBlob smooths the way by leveraging native Python objects and syntax. The Another advantage of TextBlob is you can “lift the hood” and alter its functionality as you grow more confident. Many default components, like the sentiment analysis system or the tokenizer, can be ",https://www.infoworld.com/article/3519413/8-great-python-libraries-for-natural-language-processing.html
A brief history of artificial intelligence,"Despite huge advances in machine learning models, AI challenges remain much the same today as 60 years ago","In the early days of artificial intelligence, computer scientists attempted to recreate aspects of the human mind in the computer. This is the type of intelligence that is the stuff of science fiction—machines that think, more or less, like us. This type of intelligence is called, unsurprisingly, intelligibility. A computer with intelligibility can be used to explore how we reason, learn, judge, perceive, and execute mental actions.Early research on intelligibility focused on modeling parts of the real world and the mind (from the realm of cognitive scientists) in the computer. It is remarkable when you consider that these experiments took place nearly 60 years ago.Early models of intelligence focused on deductive reasoning to arrive at conclusions. One of the earliest and best known A.I. programs of this type was the Logic Theorist, written in 1956 to mimic the problem-solving skills of a human being. The Logic Theorist soon proved 38 of the first 52 theorems in chapter two of the Soon research turned toward a different type of thinking, inductive reasoning. Inductive reasoning is what a scientist uses when examining data and trying to come up with a hypothesis to explain it. To study inductive reasoning, researchers created a cognitive model based on the scientists working in a NASA laboratory, helping them to identify organic molecules using their knowledge of organic chemistry. The Dendral program was the first real example of the second feature of artificial intelligence, Dendral was unique because it also included the first knowledge base, a set of if/then rules that captured the knowledge of the scientists, to use alongside the cognitive model. This form of knowledge would later be called an By the late 1960’s the answer was clear. The performance of Dendral was almost completely a function of the amount and quality of knowledge obtained from the experts. The cognitive model was only weakly related to improvements in performance.This realization led to a major paradigm shift in the artificial intelligence community. Knowledge engineering emerged as a discipline to model specific domains of human expertise using expert systems. And the expert systems they created often exceeded the performance of any single human decision maker. This remarkable success sparked great enthusiasm for expert systems within the artificial intelligence community, the military, industry, investors, and the popular press.As expert systems became commercially successful, researchers turned their attention to techniques for modeling these systems and making them more flexible across problem domains. It was during this period that object-oriented design and hierarchical ontologies were developed by the AI community and adopted by other parts of the computer community. Today hierarchical ontologies are at the heart of knowledge graphs, which have seen a resurgence in recent years.As researchers settled on a form of knowledge representation known as “production rules,” a form of first order predicate logic, they discovered that the systems could learn automatically; i.e., the systems coud write or rewrite the rules themselves to improve performance based on additional data. Dendral was modified and given the ability to learn the rules of mass spectrometry based on the empirical data from experiments.As good as these expert systems were, they did have limitations. They were generally restricted to a particular problem domain, and could not distinguish from multiple plausible alternatives or utilize knowledge about structure or statistical correlation. To address some of these issues, researchers added certainty factors—numerical values that indicated how likely a particular fact is true.The start of the second paradigm shift in AI occurred when researchers realized that certainty factors could be wrapped into statistical models. Statistics and Bayesian inference could be used to model domain expertise from the empirical data. From this point forward, artificial intelligence would be increasingly dominated by machine learning.There is a problem, though. Although machine learning techniques such as random forest, neural networks, or GBTs (gradient boosted trees) produce accurate results, they are nearly impenetrable black boxes. Without intelligible output, machine learning models are less useful than traditional models in several respects. For example, with a traditional AI model, a practitioner might ask:The lack of intelligibility has training implications as well. When a model breaks, and cannot explain why, it makes it more difficult to fix. Add more examples? What kind of examples? Although there are some simple trade-offs we can make in the interim, such as accepting less accurate predictions in exchange for intelligibility, the ability to explain machine learning models has emerged as one of the next big milestones to be achieved in AI.They say that history repeats itself. Early AI research, like that of today, focused on modeling human reasoning and cognitive models. The three main issues facing early AI researchers—knowledge, explanation, and flexibility—also remain central to contemporary discussions of machine learning systems.Knowledge now takes the form of data, and the need for flexibility can be seen in the brittleness of neural networks, where slight perturbations of data produce dramatically different results. Explainability too has emerged as a top priority for AI researchers. It is somewhat ironic how, 60 years later, we have moved from trying to replicate human thinking to asking the machines how they think.",https://www.infoworld.com/article/3527209/a-brief-history-of-artificial-intelligence.html
Can you put your trust in AIops?,"As ops tools morph into AIops, they bring greater value to more complex deployments—if users will let them","AIops (artificial intelligence for IT operations) is one of those cool buzzwords that is actually part of another buzzword: cloudops (cloud operations), which is a part of the mother of all buzzwords: The concept of AIops and the tool category of AIops are really the maturation of operational tools in general. Most of those in the traditional ops tools space, at least in the past few years, bolted an AI engine onto a tool and called it AIops.Some purpose-built AIops tool startups out there are leveraging AI from the jump. All are worth a look as you select AIops tools; however, there are no mainstream brands. The objective was and is obvious. Since most of these tools have been data gathering tools and analytics tools from the beginning, adding AI allows them to learn from that data rather than just externalize issues with the services under management. In some cases, they can correct issues using preprogrammed routines, such as restarting a server or blocking an IP address that seems to be attacking one of your servers.Now that we’re a few years into this paradigm and its technology offerings, we’re starting to note some patterns—some good, and some not so good. Let’s explore both. As far as what’s working, AIops tools in many instances are ops tools in their fourth, fifth, or sixth generations. Moreover, most of them have had public cloud management in mind for a while and are able to bridge the gap between on-premises legacy system management and managing applications and services in the public clouds.They are capable tools for managing and monitoring cloud, multicloud, legacy, and even IoT and edge-based systems. This ability to support complex system heterogeneity is really the true value of the ops tools, and why they are important to those implementing cloud or noncloud systems. The downside seems to be that most users are not taking advantage of the AI subsystems in the tools, so you may be paying for a feature you’re not using. I don’t view this as the fault of the tool provider; for the most part, this relates to how the tools are installed, set up, and used by the traditional and cloudops teams. This is due to a lack of training in some cases, or a lack of valid use cases in the current set of systems—cloud and not cloud—under management. Clearly, AIops is going to be part of most cloud-based deployments. Just as clearly, the more complex those deployments, such as multicloud, the more value they will bring.",https://www.infoworld.com/article/3526444/the-state-of-aiops.html
RStudio Conference 2020 videos you don’t want to miss,You can watch dozens of must-see RStudio Conference videos online. Don't know where to start? Let us help,"With dozens of RStudio Conference videos now available online, it’s hard to know where to begin. I hope this look at some of my favorites will help get you started!I could probably watch Jenny Bryan teach data Wondering what features are coming to the next version of RStudio desktop? RStudio’s Jonathan McPherson outlined several, including modern-era spell check (at last), better cloud usability on iOS, and more screen-reader accessibility for visually impaired users—something that also improves keyboard navigation for all users. Video: RStudio Chief Scientist Hadley Wickham reviewed last year’s highlights from the tidyverse and this year’s plans for further development, but he was also fairly forthright in discussing some recent missteps.In particular, he acknowledged that the initial rollout of “tidy evaluation” launched with a somewhat difficult-to-master syntax and an unreasonable expectation that users would want to learn the detailed computing theory behind it. It turned out that many users didn’t care about the mechanics behind incorporating the tidyverse into their own custom functions; they just wanted to write their code. Since then, tidy eval syntax has been changed to more understandable Wickham also outlined how tidyverse package authors will help users better understand the lifecycle of older functions and if/how some functions may be deprecated. Video: Claus Wilke gave an overview of the ggtext package in this fast-paced presentation, showing how to customize ggplot visualizations with colored text, images on axes, and more. He also explained the package’s current limits. Video: Below, you can also watch my I’ve used scales package functions such as Shiny creator and RStudio CTO Joe Cheng demo’d What do you get when you have a load of items plotted over time? That data type is known as longitudinal, and visualizing it can often end up looking like a pile of spaghetti. To help solve this problem, Nicholas Tierney at Monash University created the This wasn’t R-specific, but University of Pennsylvania dataviz specialist Will Chase gave an engaging, opinionated talk on how to “take your charts from drab to fab.” One tip: “White space is like garlic — take as much as you think you need and triple it.” Video: There is a lot more one can do with R Markdown than I thought. And the fun-as-well-as-educational Teacup Giraffe site pushes the limits. In addition to enjoying a look at the And speaking of getting more out of markdown, RStudio’s Yihui Xie had a separate talk showing how to generate many more file types than just HTML or PDF from an R Markdown document. Video: I’d been resisting razzle-dazzle around the Morgan-Wall showed how to turn a conventional graphic into a 3D visualization and animation with very little code. He also showed some recent package improvements that make some graphics more visually striking. In this case, seeing the animated examples is a lot better than trying to read about them. If you’re at all interested in this package, it’s worth watching the presentation. Video: The Apache Arrow project is a multi-language standard for in-memory data aimed at interoperability and high performance. Arrow has been implemented in R with the If you’ve seen the heated discussions on social media, you might think that tidyverse and data.table are in two opposing camps. But while each has its fans, there are an increasing number of people who use both. Utah State Research Assistant Professor Tyson S. Barrett is one, and he brought data.table to RStudio Conference with a talk on using complex list-columns with data.table Barrett also mentioned his Not familiar with data.table? Check out my Do More With R 5-minute intro below. There were a lot of interesting lightning talks, but a few stood out in part for the cool websites and packages being demo’d as well as the presentations themselves.RStudio intern Maya Gans showed a drag-and-drop interface for tidyverse tasks such as transforming, summarizing, and plotting data. It’s an interesting way to teach tidyverse concepts before students have to learn actual code. Video: The still-experimental Data science for software engineers: Busting software myths with RRStudio founder and CEO J.J. Allaire discussed the state of open source software, how it’s possible to fund open source efforts, and the company’s move to Every time I see Martin Wattenberg and Fernanda Viegas speak, I leave feeling grateful that I’ve got a job that lets me peek into the work and thoughts of some supersmart people. Co-leaders of A final note: With multiple tracks going on at once, I missed a lot of excellent talks. I also attended other good ones that didn’t make the list because I didn’t want this article to get too long. For example, Want more R tips? Check out ",https://www.infoworld.com/article/3528303/rstudio-conference-2020-videos-you-dont-want-to-miss.html
5 reasons to choose PyTorch for deep learning,"TensorFlow still has certain advantages, but a stronger case can be made for PyTorch every day","PyTorchBefore we get started, a plea to One of the primary reasons that people choose PyTorch is that the code they look at is fairly simple to understand; the framework is designed and assembled to work with Python instead of often pushing up against it. Your models and layers are simply Python classes, and so is everything else: optimizers, data loaders, loss functions, transformations, and so on.Due to the eager execution mode that PyTorch operates under, rather than the static execution graph of traditional TensorFlow (yes, TensorFlow 2.0 does offer eager execution, but it’s a touch clunky at times) it’s very easy to reason about your custom PyTorch classes, and you can dig into debugging with PyTorch also has the plus of a stable API that has only had one major change from the early releases to version 1.3 (that being the change of Variables to Tensors). While this is undoubtedly due to its young age, it does mean that the vast majority of PyTorch code you’ll see in the wild is recognizable and understandable no matter what version it was written for.While the “batteries included” philosophy is definitely not exclusive to PyTorch, it’s remarkably easy to get up and running with PyTorch. Using And PyTorch Hub is unified across domains, making it a one-stop shop for architectures for working with text and audio as well as vision.As well as models, PyTorch comes with a long list of, yes, loss functions and optimizers, like you’d expect, but also easy-to-use ways of loading in data and chaining built-in transformations. It’s also rather straightforward to build your own loaders or transforms. Because everything is Python, it’s simply a matter of implementing a standard class interface.One little note of caution is that a PyTorch is heaven for researchers, and you can see this in its use in papers at all major deep learning conferences. In 2018, PyTorch was growing fast, but in 2019, it has become the framework of choice at Experimenting with new concepts is much easier when creating new custom components is a simple, stable subclass of a standard Python class. And the flexibility offered means that if you want to write a layer that sends parameter information to TensorBoard, ElasticSearch, or an Amazon S3 bucket... you can just do it. Want to pull in esoteric libraries and use them inline with network training or an odd new attempt at a training loop? PyTorch is not going to stand in your way.One thing holding PyTorch back a little has been the lack of a clear path from research to production. Indeed, TensorFlow still rules the roost for production usage, no matter how much PyTorch has taken over research. But with PyTorch 1.3 and the expansion of There are dozens of deep learning courses out there, but for my money the In the most recent version of the course, you’ll discover how to achieve state-of-the-art results on tasks such as classification, segmentation, and predictions in text and vision domains, along with learning all about While the fast.ai course uses fast.ai’s own library that provides further abstractions on top of PyTorch (making it even easier to get to grips with deep learning), the course also delves deep into the fundamentals, building a PyTorch-like library from scratch, which will give you a thorough understanding of how the internals of PyTorch actually work. The fast.ai team even manages to fix some bugs in mainline PyTorch along the way. Finally, the PyTorch community is a wonderful thing. The main website at Beyond the official documentation, the Discourse-based forum at discuss.pytorch.org is an amazing resource where you can easily find yourself talking to and being helped out by core PyTorch developers. With over fifteen hundred posts a week, it’s a friendly and active community. And while discussion is more focused on fast.ai’s own library, the similar forums over at forums.fast.ai is another great community (with lots of crossover) that is eager to help newcomers in a non-gatekeeping manner, which sadly is a problem in many arenas of deep learning discussion.There you have it—five reasons to use PyTorch. As I said at the beginning, not all of these are exclusive to PyTorch versus competitors, but the combination of all of these reasons makes PyTorch my deep learning framework of choice. There are definitely areas where PyTorch is currently deficient — e.g., in mobile, with sparse networks, and easy quantizing of models, just to pick three out of the hat. But given the high speed of development, PyTorch will be a much stronger performer in these areas by year’s end.A couple of further examples just to finish us out. First, Second, Coming in the wake of ",https://www.infoworld.com/article/3528780/5-reasons-to-choose-pytorch-for-deep-learning.html
Swift language targets machine learning,Swift 6 roadmap also emphasizes expressive and elegant APIs and ‘fantastic’ development experience,"Moving toward Swift 6, the core development team behind Ambitions in the machine learning space are part of plans to invest in “user-empowering directions” for the language. Apple is not the only company with machine learning ambitions for Swift; Google has integrated Swift with the TensorFlow machine learning library in a project called In addition to machine learning, directions eyed for Swift include building APIs such as Introduced in ",https://www.infoworld.com/article/3526594/swift-language-targets-machine-learning.html
Kubeflow 1.0 solves machine learning workflows with Kubernetes,Google's machine learning toolkit for Kubernetes helps data scientists manage machine learning workflows and deploy and scale models in production ,"KubeflowKubeflow was built to address two major issues with machine learning projects: the need for Kubeflow is designed to manage every phase of a machine learning project: writing the code, building the containers, allocating the Kubernetes resources to run them, training the models, and serving predictions from those models. The Kubeflow 1.0 release provides tools, such as Jupyter notebooks for working with data experiments and a web-based dashboard UI for general oversight, to help with each phase.Google claims Kubeflow provides repeatability, isolation, scale, and resilience not just for model training and prediction serving, but also for development and research work. Jupyter notebooks running under Kubeflow can be resource-limited and process-limited, and can re-use configurations, access to secrets, and data sources.Several Kubeflow components are still under development and will be rolled out in the near future. ",https://www.infoworld.com/article/3529977/kubeflow-10-solves-machine-learning-workflows-with-kubernetes.html
InfoWorld Technology of the Year Awards,"About InfoWorld’s annual awards for the best hardware, software, and cloud services of the year","InfoWorld’s annual Technology of the Year Awards recognize the best and most innovative products in the areas of software development, cloud computing, big data analytics, and machine learning.Note that we do not have a formal submission process for the Technology of the Year Awards. Winners are chosen based on our coverage of products throughout the year. However, we welcome suggestions regarding products we should consider for coverage and for awards at any time. To have your hardware, software, or cloud service considered for a 2019 Technology of the Year Award, please send the name of the product and a link to product information to Executive Editor The 2020 Technology of the Year Award winners will be announced February 3, 2021.Marketing/PR",https://www.infoworld.com/article/2871319/infoworld-technology-of-the-year.html
Microsoft speeds up PyTorch with DeepSpeed,A new open source project from Microsoft accelerates PyTorch machine learning without major code rewrites,"Microsoft has released According to It’s the minimal impact on existing PyTorch code that has the greatest potential impact. As machine learning libraries grow entrenched, and more applications become dependent on them, there is less room for new frameworks, and more incentive to make existing frameworks more performant and scalable.PyTorch is already fast when it comes to both computational and development speed, but there’s always room for improvement. Applications written for PyTorch can make use of DeepSpeed with only minimal changes to the code; there’s no need to start from scratch with another framework.One way DeepSpeed enhances PyTorch is by improving its native parallelism. In one example, provided by Microsoft in the DeepSpeed documentation, attempting to train a model using PyTorch’s Distributed Data Parallel system across Nvidia V100 GPUs with 32GB of device memory “[ran] out of memory with 1.5 billion parameter models,” while DeepSpeed was able to reach 6 billion parameters on the same hardware.Another touted DeepSpeed improvement is more efficient use of GPU memory for training. By partitioning the model training across GPUs, DeepSpeed allows the needed data to be kept close at hand, reduces the memory requirements of each GPU, and reduces the communication overhead between GPUs.A third benefit is allowing for more parameters during model training to improve prediction accuracy. To eliminate the need for expertise and human effort, many machine learning frameworks now support some kind of automated hyperparameter optimization. With DeepSpeed, Microsoft claims that “deep learning models with 100 billion parameters” can be trained on “the current generation of GPU clusters at three to five times the throughput of the current best system.”DeepSpeed is available as free open source under the MIT License. Tutorials in the official repo ",https://www.infoworld.com/article/3526449/microsoft-speeds-up-pytorch-with-deepspeed.html
InfoWorld Technology of the Year Awards promotional information,Guidelines for InfoWorld Technology of the Year Award winners,"Congratulations! To help you promote your win, InfoWorld has supplied the following PR information and usage guidelines.Note that companies named as an If you would like a physical award, or print or electronic reprints, you can place an order through the YGS Group via phone at (800) 290-5460 x129 or via email at As an InfoWorld Technology of the Year winner, you have the opportunity to purchase a license for the rights to use the Technology of the Year logo. Please contact the YGS Group via phone at (800) 290-5460 x129 or via email at The InfoWorld Technology of the Year brand is a valuable asset that International Data Group needs to protect. We ask that you help us by properly using the logo in accordance with our guidelines listed below. Accordingly, we ask that your business partners, customers, and other third parties adhere to the guidelines listed below.Parties given permission to use the InfoWorld Technology of the Year logotype must adhere to the following rules:If you are unsure if your usage is within these guidelines, please Please read the following guidelines carefully before preparing a press release that references InfoWorld and the InfoWorld Technology of the Year rankings.If your company wants to include a quote attributed to an InfoWorld spokesperson, please use the following quote to reinforce InfoWorld Technology of the Year key messages. Modified versions of this quote are subject to approval from InfoWorld. All quotes should be attributed to Doug Dineley, Executive Editor, InfoWorld.“If digital transformation means anything, it means taking advantage of the latest advances in software development, cloud computing, data analytics, and AI to improve your business,” said Doug Dineley, executive editor of InfoWorld. “Our 2020 Technology of the Year Award winners are the platforms and tools that the most innovative companies are using to tap the power of data, streamline business processes, and respond more quickly to customers and new business opportunities.” All communications involving InfoWorld and the InfoWorld Technology of the Year Awards must be consistent with the style and content listed below:The following approved InfoWorld corporate boilerplate and short InfoWorld Technology of the Year Awards description may be used, where appropriate, in press releases referencing inclusion in the InfoWorld Technology of the Year feature.Selected by InfoWorld editors and reviewers, the annual awards identify the best and most innovative products on the IT landscape. Winners are drawn from products tested during the past year, with the final selections made by InfoWorld’s Reviews staff. About InfoWorldAbout IDG Communications  ",https://www.infoworld.com/article/2871225/infoworld-technology-of-the-year-awards-promotional-information.html
